mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
0,0,PROPIA,63,8282,86,6,9180,103670.06,29137.51,213,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,46,4448,,12,5500,,0,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,43,4893,11,12,2278.74,,17260.53,204,Junin,0,TECNICA
0,0,FAMILIAR,21,3626,,12,900,720,602.64,156,Lima,0,TECNICA
0,23,FAMILIAR,27,5329,61,12,2450,2250,5274.35,205,Lima,4,TECNICA
0,2,FAMILIAR,32,4690,,12,894.65,,1518.81,175,Lima,0,TECNICA
0,1,FAMILIAR,28,5209,,1,1900,2429,4882.17,161,Lambayeque,1,UNIVERSITARIA
0,0,PROPIA,40,4083,119,12,5200,30770,4627.65,224,Lima,2,UNIVERSITARIA
0,2,FAMILIAR,35,6425,40,12,3200,983.76,9011.3,187,Ancash,0,TECNICA
0,5,FAMILIAR,28,3595,76,0,3500,4843.53,37.61,175,Junin,0,UNIVERSITARIA
0,0,FAMILIAR,29,5666,22,12,1131.17,,475.69,186,Piura,0,TECNICA
0,1,FAMILIAR,32,4083,,12,1874.7,8445,5747.96,188,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,26,4448,,12,2000,,2124.88,174,Ica,0,TECNICA
0,0,FAMILIAR,22,4205,19,12,2100,1000,4814.01,190,Ica,0,UNIVERSITARIA
0,0,FAMILIAR,52,6456,96,10,13500,14334.66,16037.38,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,24,4144,23,12,2500,2400,16676.98,181,Loreto,0,UNIVERSITARIA
0,0,FAMILIAR,30,5270,12,12,3000,1104.98,583.48,219,Lima,0,UNIVERSITARIA
0,4,FAMILIAR,39,5360,,11,2800,,57094.38,194,Ayacucho,0,UNIVERSITARIA
0,0,FAMILIAR,29,6090,14,12,3000,2357.89,0,194,Piura,1,UNIVERSITARIA
0,0,FAMILIAR,42,5725,87,0,6000,12820.12,646.47,180,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,30,5360,45,12,1800,2268,1327.96,192,Callao,4,TECNICA
0,0,FAMILIAR,28,4478,10,12,2000,3323.16,626.54,193,Lima,1,UNIVERSITARIA
0,2,PROPIA,24,4606,,12,1790.24,,3260.1,175,Ica,0,TECNICA
0,24,FAMILIAR,29,4052,28,12,2100,7700,5387.88,233,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,38,6365,,12,1500,897.02,3119.33,177,Lima,0,TECNICA
0,29,FAMILIAR,33,5544,40,12,3500,30287.39,47584.35,207,Ica,1,UNIVERSITARIA
0,0,FAMILIAR,29,5209,22,12,2856,2412.7,716.17,204,Lima,0,TECNICA
0,0,PROPIA,32,4410,,12,2117.29,,16776.77,211,Ica,0,TECNICA
0,0,PROPIA,34,5056,17,0,5400,12080.22,0,246,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,26,4848,,12,1522.87,1700,3573.02,188,Lima,0,TECNICA
0,25,PROPIA,42,3463,22,11,2032.17,3000,4068.19,204,Puno,1,TECNICA
0,0,FAMILIAR,27,5026,50,12,1189.13,13984.88,1286.45,190,Callao,0,TECNICA
0,0,PROPIA,37,4417,,12,700,,3779.23,194,Piura,0,SECUNDARIA
0,0,PROPIA,33,3950,30,3,1161,3555,469.99,221,Lambayeque,1,UNIVERSITARIA
0,0,FAMILIAR,43,4874,15,12,2500,913.11,637.46,197,Callao,0,TECNICA
0,3,FAMILIAR,55,5574,55,12,2500,4818.07,7750.85,211,Lima,0,TECNICA
0,0,PROPIA,41,9684,44,7,9520,14218.41,0,224,Lima,0,UNIVERSITARIA
0,0,PROPIA,30,5056,21,12,2208,756,1043.14,211,Lima,1,TECNICA
0,2,FAMILIAR,44,13183,37,12,1451,1245.06,2269.58,188,Lima,0,UNIVERSITARIA
0,0,ALQUILADA,38,5117,40,12,6935,9043.89,3668.67,177,La Libertad,1,UNIVERSITARIA
0,2,PROPIA,35,7186,,10,1400,9366.44,7129.56,191,La Libertad,1,TECNICA
0,0,FAMILIAR,25,4660,26,12,1200,1800,403.91,188,Lima,0,TECNICA
0,0,PROPIA,30,6059,,12,4061,29254.29,0,223,Lima,2,TECNICA
0,2,FAMILIAR,29,5148,,12,866.39,1885,4191.06,183,Lambayeque,2,UNIVERSITARIA
0,0,FAMILIAR,65,6090,,12,2100,,0,230,La Libertad,0,SIN EDUCACION
0,9,FAMILIAR,31,4113,15,1,5500,7773.53,0,214,Lima,1,UNIVERSITARIA
0,0,PROPIA,43,6335,,0,123.7,16800,1577.99,172,La Libertad,0,SECUNDARIA
0,0,PROPIA,60,5666,19,12,3200,,0,230,Callao,0,TECNICA
0,2,PROPIA,40,5087,,12,1500,,385.85,194,La Libertad,0,TECNICA
0,0,FAMILIAR,37,5666,22,12,1600,3371.61,0,190,Arequipa,1,UNIVERSITARIA
0,0,PROPIA,29,3840,16,12,2300,5070,1852.24,211,Junin,0,TECNICA
0,2,FAMILIAR,32,5360,,12,1300,,1638.17,175,Lima,0,TECNICA
0,31,FAMILIAR,32,3626,,12,1500,6820.75,885.84,185,Arequipa,2,UNIVERSITARIA
0,0,FAMILIAR,37,6456,10,10,2100,9050,3283.83,213,Lima,0,TECNICA
0,2,FAMILIAR,27,6670,63,12,4389,5307.75,0,186,Ica,3,TECNICA
0,23,FAMILIAR,46,5786,65,12,3700,8164.4,778.02,205,Lima,4,UNIVERSITARIA
0,2,FAMILIAR,32,4873,,12,2000.74,19244.14,4245.13,180,Lima,0,TECNICA
0,0,PROPIA,38,6609,,12,1100,,6386.31,196,Ica,0,TECNICA
0,0,PROPIA,30,4448,,10,4500,4189.41,0,219,Lima,1,UNIVERSITARIA
0,0,PROPIA,28,4233,20,12,2600,7395,230.5,206,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,27,3589,,12,7230.88,,22391.02,186,Arequipa,0,TECNICA
0,11,FAMILIAR,32,4052,,3,6800,15134.6,0,200,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,30,4264,32,12,1916.59,3840.45,6021.31,200,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,23,5148,46,12,2800,6319.67,7910.63,209,Ucayali,0,UNIVERSITARIA
0,0,FAMILIAR,34,4721,,12,2800,13026.16,5478.88,194,Callao,1,TECNICA
0,4,FAMILIAR,29,4843,,12,1600,2500,1196.11,180,Lima,0,TECNICA
0,0,PROPIA,49,3717,,12,1010.42,4487.62,1216.77,199,Lima,0,TECNICA
0,0,FAMILIAR,29,4751,22,12,5384,868.6,2000,192,Cajamarca,0,TECNICA
0,8,FAMILIAR,29,4874,54,12,2100,10991.84,0,214,Lima,0,UNIVERSITARIA
0,32,FAMILIAR,32,6304,,0,4000,10290.7,57094.38,194,Lima,1,UNIVERSITARIA
0,2,PROPIA,34,6425,13,12,1113.58,,2922.89,206,Lima,0,SECUNDARIA
0,0,FAMILIAR,49,5360,,12,2184.26,3250,1172.95,235,Lima,0,TECNICA
0,2,PROPIA,32,4002,,12,482.96,1915.74,0,207,Junin,1,UNIVERSITARIA
0,55,FAMILIAR,27,4598,31,12,5000,47.4,64.59,203,Lima,0,TECNICA
0,0,FAMILIAR,35,8192,,12,9052.8,,0,194,Ica,1,TECNICA
0,2,PROPIA,51,9012,89,0,6500,999.5,9302.35,224,Junin,0,UNIVERSITARIA
0,0,FAMILIAR,26,5421,11,12,2425.95,189.28,140.69,199,Lima,0,UNIVERSITARIA
0,2,PROPIA,29,6031,,12,1800,3805.45,0,199,La Libertad,2,TECNICA
0,24,FAMILIAR,28,3779,23,3,3885,20289.07,1194.38,174,La Libertad,0,UNIVERSITARIA
0,2,FAMILIAR,41,5046,,12,2497.3,11850.94,1012.62,180,Lima,0,TECNICA
0,24,FAMILIAR,39,4255,12,12,769.27,2580.65,4431.6,197,Lima,0,UNIVERSITARIA
0,0,PROPIA,52,12726,86,4,2100,30481.64,20.88,224,Callao,0,UNIVERSITARIA
0,0,FAMILIAR,25,4233,,7,3000,,0,206,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,3635,5,12,1124.85,1600,1728.57,194,Lima,0,TECNICA
0,24,FAMILIAR,63,5605,,12,1500,18628.1,0,196,Lima,1,TECNICA
0,0,PROPIA,41,4175,,12,1800,,2257.18,205,Cuzco,0,UNIVERSITARIA
0,0,FAMILIAR,33,8922,86,12,7195.55,29252.26,310.55,196,Callao,0,UNIVERSITARIA
0,0,FAMILIAR,22,4570,34,11,800,3917.57,0,178,Lima,0,UNIVERSITARIA
0,23,FAMILIAR,28,4113,37,12,800,10690.79,65.81,173,Lima,1,SECUNDARIA
0,28,FAMILIAR,23,3809,,12,2800,,2049.88,190,Lima,1,UNIVERSITARIA
0,0,PROPIA,26,4629,10,12,1141.88,1470,1097.1,196,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,25,3895,7,12,915.4,1700,4317.68,188,Piura,0,TECNICA
0,0,FAMILIAR,30,5544,27,0,4080,1935.07,0,199,Cuzco,0,UNIVERSITARIA
0,0,FAMILIAR,58,12484,91,3,3749,1710.15,2479.23,199,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,26,4660,9,12,7528,,25.6,194,Cajamarca,0,UNIVERSITARIA
0,0,FAMILIAR,46,3461,,6,8300,,0,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,6456,20,12,2100,537.42,179.19,172,La Libertad,0,TECNICA
0,0,FAMILIAR,27,4964,40,12,3550,2680,0,208,Ica,0,UNIVERSITARIA
0,1,FAMILIAR,30,4264,,12,7185.04,,4577.83,200,Huanuco,0,UNIVERSITARIA
0,0,FAMILIAR,59,11965,,12,1100,,159.16,192,Lima,0,TECNICA
0,2,FAMILIAR,47,6031,,7,14000,37182,0,200,Lima,0,UNIVERSITARIA
0,21,FAMILIAR,29,5270,54,12,2000,4022.5,0,187,Lambayeque,1,UNIVERSITARIA
0,0,FAMILIAR,25,4417,22,12,6450,3900,12732.09,194,Ancash,0,UNIVERSITARIA
0,1,FAMILIAR,36,4570,,12,595.94,5001.33,1445.01,177,Lima,0,TECNICA
0,3,FAMILIAR,46,5878,,9,6600,11515,19938.39,219,Lima,2,UNIVERSITARIA
0,1,FAMILIAR,28,3359,,12,1412.49,7902.02,0,199,Lima,4,TECNICA
0,0,FAMILIAR,35,3868,,12,2950,,2552.44,195,Callao,0,UNIVERSITARIA
0,0,FAMILIAR,25,4874,3,12,2500,,2346.29,194,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,4721,,12,2850,1008.08,0,192,Cajamarca,1,TECNICA
0,7,FAMILIAR,35,5056,60,12,3600,4883.28,2292.39,188,Junin,1,UNIVERSITARIA
0,0,FAMILIAR,27,4721,11,12,4180,824.02,177.65,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,22,4904,41,12,1400,8315.8,8870.82,175,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,31,5513,,12,2000,4025.58,0,215,Lima,1,UNIVERSITARIA
0,0,PROPIA,36,6913,,12,2120,,3936.39,213,Ancash,0,TECNICA
0,0,FAMILIAR,31,4904,9,12,2300,9449.9,4002.08,200,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,29,4690,61,12,2500,2984.22,4670.78,200,Lima,4,UNIVERSITARIA
0,0,PROPIA,31,4874,99,12,27718,49994.16,1647.89,219,Ica,1,UNIVERSITARIA
0,2,PROPIA,40,6000,59,0,27214,121543.4,0,218,Lima,1,UNIVERSITARIA
0,11,FAMILIAR,39,4448,36,12,2200,506.23,9282.62,192,Lambayeque,1,TECNICA
0,21,PROPIA,32,5560,45,12,2721.47,,7771.35,211,Loreto,2,TECNICA
0,0,FAMILIAR,24,4264,16,12,2800,4600,6195.27,181,Arequipa,0,UNIVERSITARIA
0,24,PROPIA,48,5391,46,12,5953,21912.44,2527.25,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,39,10900,65,7,2693.13,7129.24,1080.15,202,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,24,4721,31,12,2100,3183.36,1402.58,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,39,3656,7,12,1070.83,500,3737.65,177,Lima,0,TECNICA
0,25,FAMILIAR,32,4386,40,12,1173.6,8936.11,0,177,Lima,1,TECNICA
0,0,FAMILIAR,41,4904,,12,1500,,0,190,Lima,0,UNIVERSITARIA
0,0,PROPIA,32,5725,37,12,5203,7985.34,2274.51,223,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,32,4200,,12,2901.19,,0,213,Junin,0,SIN EDUCACION
0,0,FAMILIAR,37,4205,,12,3500,,0,202,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,4205,,12,3500,,0,202,Lima,0,UNIVERSITARIA
0,1,FAMILIAR,40,3991,12,12,1250,500,3198.66,180,Arequipa,0,TECNICA
0,2,FAMILIAR,35,6731,51,12,2000,,0,207,Cajamarca,0,UNIVERSITARIA
0,0,PROPIA,54,7520,83,12,10046,30740.74,3817.64,218,Lima,1,UNIVERSITARIA
0,51,FAMILIAR,40,6243,55,12,2500,2630.99,0,197,Lambayeque,2,TECNICA
0,51,FAMILIAR,40,6243,55,12,2500,2630.99,0,197,Lambayeque,2,TECNICA
0,0,PROPIA,29,4570,27,12,3500,15534.18,1569.26,238,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,31,6731,,12,1554.85,4812,1111.07,177,Lima,0,TECNICA
0,0,PROPIA,34,8162,43,12,1391.4,3000,1941.97,198,La Libertad,0,TECNICA
0,0,PROPIA,45,3987,,12,763.55,,2708.81,231,Junin,0,UNIVERSITARIA
0,5,FAMILIAR,29,4233,37,12,2400,10.69,2994.27,214,Lima,1,UNIVERSITARIA
0,2,FAMILIAR,31,4751,,12,4500,,1342.65,212,Callao,0,UNIVERSITARIA
0,0,ALQUILADA,55,4251,,12,2372.72,,5841.2,197,Junin,0,TECNICA
0,2,FAMILIAR,27,5909,20,12,2561.45,5754.89,0,187,Lima,2,UNIVERSITARIA
0,0,PROPIA,46,4083,22,12,15600,2119.54,7216.9,236,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,24,6456,19,12,2100,2260,629.66,206,Callao,0,TECNICA
0,0,PROPIA,30,4629,36,12,3337.2,7700,951.32,233,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,40,3352,,12,2005,12280,1275.34,181,Lambayeque,1,UNIVERSITARIA
0,0,FAMILIAR,25,4509,,12,5200,1465.81,0,194,Cajamarca,1,UNIVERSITARIA
0,0,FAMILIAR,45,3527,10,12,858.88,500,4155.88,180,Lima,0,TECNICA
0,0,FAMILIAR,46,4874,9,12,1700,,1726,185,Lima,0,TECNICA
0,0,FAMILIAR,48,6456,90,12,30000,121543.4,10073.78,197,Lima,0,SIN EDUCACION
0,1,PROPIA,63,10108,,12,30000,,0,213,Lima,0,TECNICA
0,0,PROPIA,27,4417,17,12,2100,2200,4021.78,207,Lima,0,UNIVERSITARIA
0,8,FAMILIAR,62,6334,,12,7485.57,,0,204,Lima,0,TECNICA
0,0,FAMILIAR,47,4281,,12,1280,10088,1630.56,160,Lima,1,TECNICA
0,2,FAMILIAR,34,4223,8,12,2888.87,1656,5209.56,213,Cuzco,0,TECNICA
0,1,FAMILIAR,24,3857,,12,2055.37,750,3298.76,173,Lima,0,TECNICA
0,2,FAMILIAR,31,5452,,12,2200,3146.75,8616.62,195,Piura,0,UNIVERSITARIA
0,0,FAMILIAR,51,4375,13,12,1072.25,2750,3541.68,180,Lima,0,TECNICA
0,0,FAMILIAR,30,5939,45,12,3500,2330.55,1446.41,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,5421,29,12,4000,1565.31,16.38,214,Arequipa,0,UNIVERSITARIA
0,1,PROPIA,43,3930,24,12,1288.39,2900,4819.81,201,Huanuco,0,TECNICA
0,0,FAMILIAR,35,4509,37,12,9650,950.34,3847.54,221,Lima,0,UNIVERSITARIA
0,1,PROPIA,34,4995,74,12,4700,2658.33,733.94,214,Lima,1,UNIVERSITARIA
0,2,PROPIA,28,5402,29,12,1893.27,6009.04,70.16,199,Lima,2,TECNICA
0,26,FAMILIAR,25,4598,17,12,2900,2965.27,1732.34,213,La Libertad,0,UNIVERSITARIA
0,2,FAMILIAR,43,5939,,12,2000,772.12,2056.79,193,Junin,3,UNIVERSITARIA
0,27,PROPIA,32,5666,26,12,4238.25,14972.06,4835.81,230,Lima,1,TECNICA
0,0,FAMILIAR,53,5270,97,12,3000,1095.2,0,193,Loreto,1,UNIVERSITARIA
0,2,PROPIA,54,4813,,12,1558.02,,0,201,Cuzco,0,TECNICA
0,0,FAMILIAR,38,4478,29,12,13400,26100,0,195,Lima,0,UNIVERSITARIA
0,24,FAMILIAR,28,7461,28,12,4107.72,3972.78,474.55,194,Callao,0,UNIVERSITARIA
0,4,FAMILIAR,25,4629,55,12,2100,4000,9408.58,195,Lima,3,UNIVERSITARIA
0,0,FAMILIAR,41,7339,23,12,1500,507.52,2828,187,Lima,0,TECNICA
0,2,FAMILIAR,29,4428,,12,1179.94,,0,175,Lima,0,TECNICA
0,0,FAMILIAR,57,4782,24,12,1500,,1164.75,204,Cajamarca,0,UNIVERSITARIA
0,1,FAMILIAR,28,4174,28,12,1760,16203.11,6143.87,207,Callao,0,UNIVERSITARIA
0,0,PROPIA,39,5482,80,12,12300,786.74,73.39,215,Lima,0,SECUNDARIA
0,2,PROPIA,33,6365,,12,2700,,10316.96,211,Lima,0,TECNICA
0,21,FAMILIAR,56,14917,108,6,22505,121543.4,57094.38,226,Moquegua,1,UNIVERSITARIA
0,0,PROPIA,34,3899,,12,1550,770,1108.58,191,Ancash,0,TECNICA
0,0,FAMILIAR,32,3779,1,12,3800,2000,19727.9,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,7735,,12,2500,3963.74,3604.02,183,Ica,1,TECNICA
0,0,FAMILIAR,31,6000,31,12,3500,2042.95,0,185,Lima,1,TECNICA
0,0,PROPIA,46,12514,41,12,2800,22039.1,4172.47,209,Lima,0,TECNICA
0,1,PROPIA,38,7278,81,12,8500,706.06,0,195,Ancash,0,UNIVERSITARIA
0,2,FAMILIAR,32,4858,,12,2058.82,,9298.31,188,Lima,0,UNIVERSITARIA
0,2,FAMILIAR,49,12849,60,12,2250,590.91,1764.68,200,Ica,0,UNIVERSITARIA
0,0,PROPIA,31,4386,12,12,5396.35,4812.59,642.29,226,Lima,0,UNIVERSITARIA
0,0,PROPIA,48,5179,16,12,1366,,,203,Cajamarca,0,UNIVERSITARIA
0,0,FAMILIAR,32,3640,,12,915.94,,9836.18,195,Ayacucho,0,UNIVERSITARIA
0,0,FAMILIAR,48,6059,21,12,3800,6344.87,4629.86,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,36,5026,43,12,763.29,5257.86,1731.12,175,Callao,0,TECNICA
0,8,FAMILIAR,27,4874,7,12,1500,9376.11,2196.33,174,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,52,5786,38,12,8500,70410,1727.27,216,Lambayeque,0,TECNICA
0,0,PROPIA,44,6456,92,12,19100,501.18,,233,Lima,2,TECNICA
0,3,FAMILIAR,34,5939,,0,8500,83005,,182,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,39,9409,81,12,12500,1176.51,249.07,168,Lambayeque,0,TECNICA
0,0,FAMILIAR,24,4205,16,12,800,2028.36,717.79,192,Junin,0,UNIVERSITARIA
0,6,FAMILIAR,34,7400,93,12,3250,2866.58,105.2,195,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,35,7339,71,9,7200,45989.08,27695.3,216,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,25,6090,30,12,975.3,14037.04,493.89,170,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,28,4935,30,12,2500,10480,884.91,195,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,24,4386,14,12,2446.21,,,180,Lima,0,TECNICA
0,0,FAMILIAR,48,6182,,12,2500,13938.13,,197,Lima,0,TECNICA
0,0,PROPIA,52,3377,25,10,1211.88,2780,11243.52,199,Ica,0,TECNICA
0,0,FAMILIAR,33,3779,10,12,2800,14304.04,2477.97,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,27,4751,35,12,3800,5520,1051.87,192,Lima,3,TECNICA
0,28,FAMILIAR,37,3868,49,11,23555,33750,6454.08,177,Lima,1,UNIVERSITARIA
0,6,PROPIA,37,7431,89,12,5444,11956.19,,221,La Libertad,1,UNIVERSITARIA
0,0,FAMILIAR,36,3290,,12,3955.98,,2518.98,194,Lima,0,TECNICA
0,1,PROPIA,33,4721,,12,1800,5134.69,,200,Lambayeque,0,UNIVERSITARIA
0,28,FAMILIAR,37,5056,25,11,2600,5045,10604.44,194,La Libertad,1,TECNICA
0,0,PROPIA,49,6151,41,12,3500,7603.41,1391.03,216,Arequipa,0,TECNICA
0,0,FAMILIAR,30,4310,,12,4490.86,,,219,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,35,5817,45,12,1415,9752.63,914.9,182,Lima,1,UNIVERSITARIA
0,31,FAMILIAR,27,5329,55,12,1757,9286.97,2216.57,202,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,33,7796,,12,1200,,4690.8,169,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,50,5878,35,12,2500,,,212,Lambayeque,0,UNIVERSITARIA
0,0,FAMILIAR,25,3708,10,12,706.82,2200,259.38,196,Lima,0,UNIVERSITARIA
0,28,PROPIA,32,6031,30,12,5254,4365.67,946.59,214,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,31,4356,16,12,1500,3330,,187,Lima,0,TECNICA
0,0,PROPIA,35,4264,66,12,8000,42147.6,4295.07,221,Lima,1,UNIVERSITARIA
0,2,PROPIA,55,5635,121,12,10000,20000,40180.78,200,La Libertad,4,UNIVERSITARIA
0,2,FAMILIAR,24,4113,,12,2700,4600,14092.07,193,Lima,0,UNIVERSITARIA
0,2,PROPIA,39,4509,116,12,10000,64674.15,57094.38,235,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,48,4113,,12,1400,600,3127.15,170,Callao,0,UNIVERSITARIA
0,0,PROPIA,51,8496,,12,1686.55,,4353.97,204,Huancavelica,0,TECNICA
0,0,PROPIA,47,6456,79,12,16750,68804.29,14033.29,196,Lima,0,SECUNDARIA
0,0,FAMILIAR,35,6609,34,12,1300,9082.47,2830.17,177,Lima,1,TECNICA
0,2,PROPIA,27,5345,,12,1322.93,,3135.28,193,Cajamarca,0,UNIVERSITARIA
0,0,PROPIA,37,5056,63,12,23600,35908.36,,216,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,37,7826,59,12,2600,8800.04,,194,Lima,1,TECNICA
0,0,FAMILIAR,36,5544,78,12,13500,5953.39,1118.52,214,Ica,0,UNIVERSITARIA
0,0,FAMILIAR,27,4214,16,12,1071.72,3700,,188,Lima,0,TECNICA
0,0,PROPIA,30,4904,47,12,2700,3968.54,1145.45,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,48,8739,67,12,1643.62,,1925.52,185,Lima,0,TECNICA
0,0,PROPIA,32,4629,36,12,2200,13113.6,19948.21,233,Lambayeque,0,UNIVERSITARIA
0,0,FAMILIAR,28,3991,29,12,2000,19726,4311.29,202,Lima,1,UNIVERSITARIA
0,1,FAMILIAR,31,4629,10,12,937.67,2200,3384.88,175,Lima,0,TECNICA
0,7,FAMILIAR,46,6548,113,12,30000,16000,57094.38,205,Lima,0,UNIVERSITARIA
0,18,FAMILIAR,56,5301,,12,2800,3955.72,,212,Lima,1,UNIVERSITARIA
0,0,PROPIA,33,4174,41,12,7500,28521.65,,224,Callao,0,UNIVERSITARIA
0,2,FAMILIAR,31,4119,18,12,1131.14,,1644.75,175,Ancash,3,TECNICA
0,17,PROPIA,64,6456,,10,1090.63,2965.45,,229,Piura,0,TECNICA
0,0,FAMILIAR,47,4904,,12,3646.99,,,182,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,8708,,12,1200,3208.16,,215,Lima,2,TECNICA
0,0,PROPIA,29,7400,32,12,4568,2767.54,175.04,233,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,32,4233,34,12,3800,10049.23,7855.84,200,Ancash,0,UNIVERSITARIA
0,0,PROPIA,29,3840,,12,2920,4040,26045.76,211,La Libertad,0,TECNICA
0,2,FAMILIAR,38,7217,,12,1520.8,1250,2877.87,179,Ancash,2,TECNICA
0,1,FAMILIAR,39,4751,,12,8000,,,200,Cajamarca,0,UNIVERSITARIA
0,2,PROPIA,54,4325,112,0,18000,121543.4,22889.24,204,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,28,6456,1,8,2100,994.67,,195,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,39,4874,,12,1500,,,196,Tacna,0,TECNICA
0,0,PROPIA,31,4052,51,12,7189,45488,7437.5,238,Lima,1,UNIVERSITARIA
0,0,ALQUILADA,40,8070,35,0,25389,7726.98,1476,172,Lima,0,UNIVERSITARIA
0,2,FAMILIAR,35,3868,16,12,2214.48,5400,3711.45,182,Junin,0,TECNICA
0,4,FAMILIAR,26,3321,58,5,2000,63511.7,,162,La Libertad,0,UNIVERSITARIA
0,0,PROPIA,26,3656,21,12,3500,5620,15338.77,232,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,40,4021,120,12,4000,25050,,202,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,26,4144,18,12,2100,2900,934.8,189,Lima,0,UNIVERSITARIA
0,25,FAMILIAR,36,3857,23,9,1166.72,3295,,177,Arequipa,0,TECNICA
0,0,PROPIA,35,7217,46,12,9000,20280.88,3489.45,216,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,47,6456,20,12,2100,685.9,,169,Lima,1,TECNICA
0,85,FAMILIAR,47,12879,26,2,3750,,14982.3,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,4721,40,12,2100,8230.99,672.64,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,26,4205,,12,3000,,,194,Lima,0,UNIVERSITARIA
0,4,PROPIA,42,10961,83,12,6031.26,9379.45,16362.9,204,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,22,3687,20,12,2100,1700,0.73,195,Ancash,0,UNIVERSITARIA
0,0,PROPIA,53,15587,5,0,6763,,,213,Lima,0,UNIVERSITARIA
0,6,FAMILIAR,33,6578,,12,2000,1062.93,,188,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,3718,14,12,851.38,500,1157.18,173,Lima,0,TECNICA
0,0,PROPIA,45,6821,79,12,8300,10613.65,,223,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,4813,9,12,2708.44,1435.75,1081.46,201,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,5421,,12,800,2230,3894.59,187,Lima,1,TECNICA
0,0,FAMILIAR,39,8953,21,0,9055,121335.08,1857.24,202,Lima,0,UNIVERSITARIA
0,0,PROPIA,33,6274,89,12,5500,16717.84,,219,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,35,3878,,12,772.37,4951.25,1064.52,196,Lima,1,TECNICA
0,0,PROPIA,47,5725,,12,5000,1183.26,,236,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,33,6882,41,12,2100,902.08,892.93,233,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,46,10018,,12,2300,,16939.44,197,Junin,0,TECNICA
0,5,PROPIA,41,5513,100,12,11755,36740,1677.43,201,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,30,4105,25,12,1999.34,3250,9177.64,180,Junin,0,TECNICA
0,0,FAMILIAR,50,6456,27,12,6600,2153.12,,216,Callao,0,TECNICA
0,0,FAMILIAR,26,4205,,12,4000,28446.46,57094.38,213,Lima,1,UNIVERSITARIA
